指標名,コンビニ,,,,,
千代田区,外神田４丁目,-,東京都千代田区外神田4丁目6-1,35.702064,139.771908,ファミリーマート 外神田四丁目店
千代田区,外神田３丁目,-,東京都千代田区外神田3-1-10,35.700156,139.7703105,ローソン 外神田三丁目店
千代田区,外神田３丁目,-,東京都千代田区外神田3丁目13-2,35.700408,139.77099,ファミリーマート ファミマ秋葉原TMOビル/S店
千代田区,外神田３丁目,-,東京都千代田区外神田3丁目14番地3号,35.701182,139.7710575,ファミリーマート 外神田三丁目東店
千代田区,外神田２丁目,-,東京都千代田区外神田2-5-15,35.700039,139.7687985,ローソン 神田明神店
千代田区,外神田２丁目,-,東京都千代田区外神田2-14-7,35.702613,139.7692395,セブンイレブン 外神田2丁目妻恋坂店
千代田区,外神田１丁目,-,東京都千代田区外神田1 秋葉原駅5番線総武線上りホーム中央,35.69844014,139.7708969,NEWDAYS MINI(ニューデイズミニ) 秋葉原1号店
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目15番16号,35.697879,139.771944,ファミリーマート 秋葉原ラジオ会館店
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目7番-5,35.699562,139.7699415,ファミリーマート 外神田一丁目店
港区,海岸３丁目,-,東京都港区海岸3-12-7,35.64027,139.7555685,セブンイレブン 港区芝浦ふ頭店
港区,海岸３丁目,-,東京都港区海岸3-14-24,35.640684,139.7547855,ローソン ポートストア海岸店
港区,海岸３丁目,-,東京都港区海岸3-18-1,35.64468,139.756554,ローソン 芝浦埠頭店
港区,海岸３丁目,-,東京都港区海岸3-3-20,35.641584,139.754187,セブンイレブン 港区汐彩橋店
港区,海岸３丁目,-,東京都港区海岸3丁目18-21 ブライトイースト芝,35.643114,139.7564235,ファミリーマート 海岸三丁目店
港区,海岸３丁目,-,東京都港区海岸3丁目19-2,35.642628,139.7562885,ジュンマート
港区,海岸３丁目,-,東京都港区海岸3丁目22-23,35.641611,139.757112,ファミリーマート MSCセンタービル店
港区,海岸３丁目,-,東京都港区海岸3丁目7-20,35.636364,139.752459,セブンイレブン 港区海岸3丁目店
港区,海岸３丁目,-,東京都港区海岸3丁目9-32,35.638299,139.753287,ファミリーマート オンワードベイパークビル店
港区,海岸２丁目,-,東京都港区海岸2-7-91,35.650125,139.760154,ローソンサテライト ポートストア日の出店
港区,海岸１丁目,-,東京都港区海岸1-2-3,35.65701,139.7585475,セブンイレブン 港区海岸1丁目店
港区,海岸１丁目,-,東京都港区海岸1-9-18,35.65557,139.761432,デイリーヤマザキ 竹芝店
港区,海岸１丁目,-,東京都港区海岸1丁目 浜松町駅構内,35.65545362,139.7613673,NEWDAYS(ニューデイズ) 浜松町店
港区,海岸１丁目,-,東京都港区海岸1丁目13-3,35.654679,139.762107,ファミリーマート 南山堂竹芝駅前店
港区,海岸１丁目,-,東京都港区海岸1丁目16-1,35.653761,139.7623005,ファミリーマート ニューピア竹芝店
港区,海岸１丁目,-,東京都港区海岸1丁目2-20,35.656794,139.7593305,セブンイレブン 汐留ビルディング店
港区,海岸１丁目,-,東京都港区海岸1丁目5-20 東京ガスビル16階,35.653401,139.757814,ファミリーマート 東京ガス本社ビル店
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町4番1号,35.674173,139.715496,ファミリーマート 日本青年館店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-5 霞が関ビル 3F,35.671266,139.74714,生活彩家 霞が関ビル店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2 中央合同庁舎第7号館,35.671383,139.7486475,ローソン 合同庁舎第7号館店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-3-2,35.671896,139.746456,ナチュラルローソン 新霞が関ビル店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3丁目1-1,35.672598,139.7491245,ファミリーマート 財務省本庁舎店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3丁目2-1,35.671806,139.7478195,ミニストップ cisca霞が関コモンゲート店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3丁目2-5 霞が関ビルディング,35.671266,139.74714,ファミリーマート ファミマ霞が関ビルディング店
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ヶ関3-4-3,35.671113,139.7459025,セブンイレブン 特許庁店
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞が関2丁目1-2中央合同庁舎B1F,35.675595,139.751388,ファミリーマート 霞ヶ関合同庁舎店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-1-1,35.676063,139.7547855,セブンイレブン 7FS中央合同庁舎6号館店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-1-2,35.674722,139.7539665,Family Mart(ファミリーマート) 東京家庭裁判所内店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-1-3 東京弁護士会館 B1F,35.67429,139.7536425,生活彩家 弁護士会館店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-2-2,35.673282,139.7530305,セブンイレブン 中央合同庁舎5号館店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-2,35.674722,139.7539665,ファミリーマート 東京家庭裁判所内店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-4地下1階,35.675064,139.7527065,ファミリーマート 東京高等裁判所内店
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1丁目3番1号経済産業省庁舎内,35.671428,139.7519955,ファミリーマート 経済産業省店
新宿区,河田町,-,東京都新宿区河田町10-10大江戸線若松河田駅B1F,35.69841,139.71744,ファミリーマート 都営線若松河田駅店
新宿区,河田町,-,東京都新宿区河田町8-1,35.697186,139.7202885,ナチュラルローソン 東京女子医大病院店
新宿区,河田町,-,東京都新宿区河田町8-1西病棟1階,35.697186,139.7202885,ローソン 東京女子医大西病棟店
新宿区,河田町,-,東京都新宿区河田町8-1総合外来センター1階,35.697186,139.7202885,ナチュラルローソン 東京女子医大外来棟店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-26-10,35.695467,139.703103,ローソン 歌舞伎町二丁目西店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-17-10,35.697987,139.705443,ローソンストア100 LS歌舞伎町二丁目店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-18-5,35.69724,139.705092,ローソン 新宿区役所通店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-19-11,35.698032,139.7042775,デイリーヤマザキ 新宿店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-22-1,35.695953,139.7043045,ミニストップ 新宿歌舞伎町店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-30-13,35.697294,139.7036835,ミニストップ 歌舞伎町2丁目店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-3-16,35.697807,139.7071305,ローソン 都営東新宿駅前店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-37-1,35.695989,139.7021085,ローソン グランカスタマ歌舞伎町店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目10-6,35.695305,139.7046195,ファミリーマート 新宿区役所通り店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目1-3,35.695008,139.706298,セブンイレブン 歌舞伎町2丁目東店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目19,35.69769,139.7045475,セブンイレブン 歌舞伎町2丁目店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目25-2,35.695161,139.7037915,ファミリーマート 新宿歌舞伎町店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目32番7号,35.697933,139.7028015,ファミリーマート 歌舞伎町北店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目33-3,35.697195,139.702689,セブンイレブン 歌舞伎町2丁目中央店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目38-3,35.696277,139.7018835,ファミリーマート 歌舞伎町交番前店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-12-6,35.69517,139.702509,ローソン 歌舞伎町一丁目店
新宿区,歌舞伎町１丁目,-,東京都新宿区本塩町21-14 カーサー四谷1F,35.69379756,139.7034401,ポプラ ドンチッチ市ヶ谷店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-16,35.693082,139.704381,ローソン 新宿靖国通店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-13-11,35.694315,139.702608,ファミリーマート 歌舞伎町さくら通り店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-14-7ハヤシビル,35.694594,139.7021805,ファミリーマート 新宿東宝ビル前店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-17-2,35.693874,139.7012175,セブンイレブン 新宿駅靖国通り店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-19-1,35.695296,139.7019915,セブンイレブン 新宿東宝ビル店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13,35.694693,139.7044215,セブンイレブン 新宿区役所通り店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-21-7ヒューマックスパビリオン新宿アネックス,35.695323,139.7009925,ファミリーマート 歌舞伎町広場前店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-26-6,35.695008,139.700448,セブンイレブン 西武新宿店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-9,35.694387,139.7043,ローソン シタディーンセントラル新宿店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-30-1,35.694801,139.700124,ローソン 西武新宿駅北口店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-4-1 新宿区役所内,35.693946,139.7033685,生活彩家 新宿区役所店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目1-6,35.694126,139.7047455,ファミリーマート 新宿ゴールデン街店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目16-6 第6ポールスタービル1階,35.693946,139.701789,ファミリーマート 歌舞伎町セントラルロード店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目18番5号,35.694756,139.701501,ファミリーマート 新宿歌舞伎町一番街店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目27-1,35.695152,139.7006685,ファミリーマート 歌舞伎町店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目30-1,35.694801,139.700124,ファミリーマート トモニー西武新宿駅北口店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目-30-1,35.694801,139.700124,ファミリーマート トモニー西武新宿駅店
新宿区,歌舞伎町１丁目,-,東京都新宿区住吉町7-1都営新宿線曙橋駅B1F,35.69379756,139.7034401,ファミリーマート 都営線曙橋駅店
新宿区,歌舞伎町１丁目,-,東京都新宿区新宿3 新宿駅11・12番線ホーム内(立川寄り),35.69379756,139.7034401,NEWDAYS(ニューデイズ) 新宿33号店
新宿区,下落合４丁目,-,東京都新宿区下落合4-27-3,35.722125,139.698234,ローソン H新宿下落合四丁目店
新宿区,下落合３丁目,-,東京都新宿区下落合3-18-1,35.722764,139.7045655,ファミリーマート 目白駅前店
新宿区,下落合３丁目,-,東京都新宿区下落合3丁目20-6,35.722728,139.701996,セブンイレブン 新宿下落合3丁目店
新宿区,下落合２丁目,-,東京都新宿区下落合2-3-18,35.716509,139.7030085,ローソン 下落合二丁目店
新宿区,下落合１丁目,-,東京都新宿区下落合1-15-15,35.716482,139.6954575,セブンイレブン 新宿下落合駅北店
新宿区,下落合１丁目,-,東京都新宿区下落合1ー6ー3,35.715834,139.7004795,セブンイレブン 新宿下落合1丁目店
新宿区,下宮比町,-,東京都新宿区下宮比町2-3,35.702928,139.7434995,ローソン 新宿下宮比町店
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町15-9,35.654148,139.7005515,ローソン 渋谷鶯谷町店
渋谷区,猿楽町,-,東京都渋谷区猿楽町8-9,35.651502,139.703355,ナチュラルローソン 渋谷代官山店
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-9,35.64918,139.699323,ファミリーマート 代官山店
渋谷区,円山町,-,東京都渋谷区円山町10-15,35.659251,139.694292,コミュニティ・ストア 渋谷 まつもと店
渋谷区,円山町,-,東京都渋谷区円山町11-10,35.659053,139.694184,ローソン 円山町店
渋谷区,円山町,-,東京都渋谷区円山町1ー19,35.659818,139.695228,セブンイレブン 渋谷円山町店
渋谷区,円山町,-,東京都渋谷区円山町1-19,35.659818,139.695228,有限会社小島商店
渋谷区,円山町,-,東京都渋谷区円山町19-1,35.656497,139.695129,ローソン 渋谷道玄坂上店
渋谷区,円山町,-,東京都渋谷区円山町2-3,35.658486,139.695246,ローソン 渋谷ランブリングストリート店
渋谷区,円山町,-,東京都渋谷区円山町23-4,35.656947,139.6938375,ローソン 神泉駅前店
渋谷区,円山町,-,東京都渋谷区円山町28-1トウセン道玄坂第2ビル,35.656038,139.6947285,ファミリーマート 道玄坂上店
渋谷区,円山町,-,東京都渋谷区円山町6-3,35.657415,139.6950975,ファミリーマート 渋谷円山町店
