指標名,観光地,,,,,Tripadvisorの取得範囲の変更について,,,,,
出典,Tripadvisor,,,,,前回までTripadvisorの全観光スポットを取得していたが、2021年度から観光カテゴリーを,,,,,
年次,2022/1/27 取得,,,,,「名所・有名スポット」に絞って情報を取得している、観光スポット全体の件数が昨年から倍増しており、,,,,,
URL,https://www.tripadvisor.jp/,,,,,個人名で登録された観光ツアーや、バーなど営業状況が不明な登録地が散見されたため。,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL,
江東区,富岡１丁目,-,東京都江東区富岡1-14 深川公園,35.672842,139.79674,富岡八幡宮別当 永代寺跡,名所・有名スポット • 記念碑＆像,2.5,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17725638-Reviews-The_Site_of_Tomioka_Hachimangu_Betto_Eitai_ji_Temple-Koto_Tokyo_Tokyo_Prefectur.html,　
江東区,北砂３丁目,-,東京都江東区北砂3-21-11,35.681855,139.830578,治兵衛稲荷神社,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16755199-Reviews-Jiheiinari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川２丁目,-,東京都江東区深川2-15-20,35.675497,139.797471,玄信寺,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198199-Reviews-Genshin_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川１丁目,-,東京都江東区深川1-8-10,35.676922,139.796704,小津安二郎誕生の地,旧跡 • 記念碑＆像,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17341881-Reviews-Birthplace_of_Yasujiro_Ozu-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-7-2,35.679958,139.803315,照光院,神社/寺院/教会など,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646518-Reviews-Shoko_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1-17,35.672839,139.79857,和倉橋親柱 2基,記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17761173-Reviews-Wakurabashi_Oyabashira_2-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下３丁目,-,東京都江東区森下3-12-17,35.685207,139.80218,江東区森下文化センター,イベントスペース,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15059038-Reviews-Koto_Morishita_Culture_Center-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,豊洲２丁目,-,東京都江東区豊洲 2-4-9,35.655024,139.792715,豊洲船着場,波止場・遊歩道,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g14134359-d16699805-Reviews-Toyosu_Pier-Toyosu_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島８丁目,-,東京都江東区大島8-38-32,35.687008,139.842812,宝塔寺,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15816315-Reviews-Hoto_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下５丁目,-,東京都江東区森下5丁目15,35.686538,139.808223,八百霊地蔵尊,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17483933-Reviews-Yaotama_Jizoson-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,古石場１丁目,-,東京都江東区古石場1-2-10,35.670084,139.792723,妙栄稲荷大善神,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17341894-Reviews-Myo_Sakae_Inari_Daizenshin_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野１丁目,-,東京都江東区平野1-14-7,35.679086,139.800076,本立院,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198519-Reviews-Honryu_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,毛利２丁目,-,東京都江東区毛利2-13,35.691256,139.818115,猿江御材木蔵跡,旧跡 • 記念碑＆像,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17376967-Reviews-The_Site_of_Sarue_Ozaimokugura-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂５丁目,-,東京都江東区東砂5丁目4,35.676384,139.841127,中田稲荷神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17403413-Reviews-Nakata_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川２丁目,-,東京都江東区深川2-16-27,35.675272,139.796474,陽岳寺,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14760062-Reviews-Yogaku_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1-19,35.672373,139.800676,旧新田橋,名所・有名スポット • 橋,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17696756-Reviews-Old_Shinden_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野４丁目,-,東京都江東区平野4-3-1,35.676525,139.810575,大栄橋,橋,4,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15777369-Reviews-Taiei_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,越中島１丁目,-,東京都江東区越中島1,35.670237,139.792029,越中島船着場,波止場・遊歩道,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16699829-Reviews-Etchujima_Wharf-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江２丁目,-,東京都江東区猿江2丁目16,35.685691,139.818218,釜屋堀子育地蔵堂,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379770-Reviews-Kamaya_Hori_Kosodate_Jizodo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-10-4,35.680108,139.80146,潮江院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198577-Reviews-Choko_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,南砂２丁目,-,東京都江東区南砂2丁目3−13,35.67217,139.821448,長州藩大砲鋳造場跡 モニュメント,記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17412560-Reviews-Choshuhan_Taiho_Chuzojo_Ato_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂５丁目,-,東京都江東区北砂5丁目20,35.684016,139.832927,精製糖工業発祥の地,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432423-Reviews-Seiseito_Kogyo_Site_of_Origin-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,扇橋１丁目,-,東京都江東区扇橋1丁目20-1,35.68398,139.810889,民営機械製粉業発祥の地,旧跡 • 記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432617-Reviews-Minei_Kikai_Seifungyo_Place_of_Origin-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂５丁目,-,東京都江東区北砂5丁目20,35.684016,139.832927,小名木川かさ上げ護岸の歴史,旧跡 • 記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17484007-Reviews-Konakigawa_Kasaagegogan_no_Rekishi-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂２丁目,-,東京都江東区北砂2-1-37,35.677609,139.826631,野菜の促成栽培発祥の地・砂村,旧跡,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17387583-Reviews-Yasai_no_Sokuseisaibai_Hasshonochi_Sunamura-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂１丁目,-,東京都江東区東砂1-4-6,35.683247,139.840832,鬼子母神道道標,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17399487-Reviews-Kishimojindo_Michishirube-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,門前仲町２丁目,-,東京都江東区門前仲町2丁目2-2,35.671781,139.794701,門前仲町の火の見櫓,旧跡,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17341902-Reviews-Monzennakacho_no_Hinomiyagura-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下５丁目,-,東京都江東区森下5丁目1-7,35.685221,139.807037,ノーベル賞受賞顕彰記念碑 大村智先生,記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432776-Reviews-Nobel_Prize_Winner_Commemorative_Omura_Satoshi_Monument-Koto_Tokyo_Tokyo_Prefec.html,　
江東区,清澄３丁目,-,東京都江東区清澄3-4-23,35.681386,139.797597,呂一官の墓,記念碑＆像,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14188505-Reviews-Roikkan_Tombstone-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂２丁目,-,東京都江東区北砂2丁目15,35.684472,139.826536,石田波郷生誕百年記念碑,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379870-Reviews-Ishida_Hakyo_Seitan_Hyakunen_Kinen_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-4-5,35.679475,139.800796,勢至院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198252-Reviews-Seishi_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,牡丹３丁目,-,東京都江東区牡丹3丁目33-1,35.668442,139.801425,波除碑,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17779655-Reviews-Namiyoke_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂１丁目,-,東京都江東区北砂1-3-36,35.683127,139.823462,中浜万次郎宅跡,旧跡,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379719-Reviews-Site_of_Nakahama_Manjiro_Former_Residence-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島８丁目,-,東京都江東区大島8,35.68898,139.842254,塩の道,水辺 • 眺めのよい散策エリア,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15671076-Reviews-Shio_no_Michi-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,牡丹１丁目,-,東京都江東区牡丹1-12-9,35.67077,139.794407,黒船稲荷神社,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15320049-Reviews-Kurofune_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,千石１丁目,-,東京都江東区千石1丁目6,35.676297,139.812327,千石地蔵尊,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17790440-Reviews-Sengoku_Jizoson-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,新砂３丁目,-,東京都江東区新砂3,35.664202,139.838341,清砂大橋,橋 • 眺めのよい散策エリア,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15779766-Reviews-Kiyosuna_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,冬木,-,東京都江東区冬木22,35.675886,139.80049,坪井信道日習堂跡,旧跡 • 名所・有名スポット,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17702542-Reviews-The_Site_of_Tsuboi_Shindo_Nisshudo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川２丁目,-,東京都江東区深川2-19-13,35.677014,139.797507,増林寺,神社/寺院/教会など,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198213-Reviews-Zorin_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野２丁目,-,東京都江東区平野2-冬木,35.678008,139.802081,亀久橋,橋,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16817652-Reviews-Kamehisa_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-5-12,35.68043,139.800993,済生院 雙樹寺,神社/寺院/教会など,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198567-Reviews-Saisho_in_Soju_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-7-5,35.679983,139.803537,龍光院,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646525-Reviews-Ryuko_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂５丁目,-,東京都江東区北砂5丁目20,35.684016,139.832927,松平冠山屋敷跡,旧跡,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432438-Reviews-The_Site_of_Matsudaira_Kanzan_Yashiki-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川２丁目,-,東京都江東区深川2-22-5,35.677186,139.798643,正覚寺,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198218-Reviews-Shogaku_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東陽５丁目,-,東京都江東区東陽5丁目12,35.672881,139.811191,川の記憶碑,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d20154019-Reviews-Monument_of_Kawa_no_Kioku-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂２丁目,-,東京都江東区北砂2丁目9-14,35.679106,139.82627,小名木川駅の歴史,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17412515-Reviews-Onagigawa_eki_no_Rekishi_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,木場６丁目,-,東京都江東区木場6-13-13 洲崎神社内,35.668448,139.807736,波除碑,記念碑＆像,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17796414-Reviews-Namiyokehi-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,扇橋３丁目,-,東京都江東区扇橋3-22,35.68421,139.82011,マイクロ水力発電施設,建築物,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379912-Reviews-Micro_hydro_Power_Plant-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂２丁目,-,東京都江東区北砂2丁目1-37,35.677609,139.826631,力石 寛文四年在銘,名所・有名スポット,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379878-Reviews-Chikaraishi_Kambun_Yonen_Zaimei-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,永代２丁目,-,東京都江東区永代2丁目37,35.674928,139.792401,渋澤倉庫発祥の地,記念碑＆像,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d19650014-Reviews-Birthplace_of_Shibusawa_Warehouse-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江１丁目,-,東京都江東区猿江1-1-15,35.684802,139.810681,猿江船改番所跡,旧跡,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17499718-Reviews-Site_of_Sarue_Funa_Aratame_Bansho-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-3-18,35.67925,139.80049,一乗院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198353-Reviews-Ichijo_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川２丁目,-,東京都江東区深川2-22-11,35.676917,139.798912,慧然寺,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198228-Reviews-Enen_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下３丁目,-,東京都江東区森下3-13,35.684982,139.803171,近代の輸出陶磁器製造所跡,旧跡 • 記念碑＆像,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17427880-Reviews-Kindai_no_Yushutsu_Tojiki_Seizoshoato-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂１丁目,-,東京都江東区東砂1丁目4-10,35.682478,139.840813,松本久四郎墓,旧跡,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17402530-Reviews-Kyushiro_Matsumoto_Grave-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下３丁目,-,東京都江東区森下3-1,35.684671,139.800955,幸福の魚 GOMBESSA,記念碑＆像,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17613810-Reviews-Kofuku_no_Sakana_Gombessa-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂７丁目,-,東京都江東区東砂7丁目12-2,35.673129,139.840474,地蔵堂,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17784077-Reviews-Jizo_do-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂３丁目,-,東京都江東区東砂3-28-13 荒川河川敷内,35.679775,139.844615,江東区スポーツ施設荒川 砂町庭球場,アリーナ・スタジアム,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13017290-Reviews-Koto_Sports_Arakawa_Sunamachi_Tennis_Field-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-4-14,35.679841,139.800982,松林院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198258-Reviews-Shorin_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-11-14,35.680438,139.801385,摂心院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198616-Reviews-Sesshin_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-3-19,35.679372,139.800346,唱行院,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198365-Reviews-Shogyo_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,牡丹１丁目,-,東京都江東区牡丹1-6-5,35.670423,139.793945,於三稲荷&古木弁財天,神社/寺院/教会など • 庭園,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15320050-Reviews-Osaninari_Shrine_Furuki_Benzaiten-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,南砂１丁目,-,東京都江東区南砂1,35.67898,139.821507,尾高橋,橋,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15779647-Reviews-Odaka_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂２丁目,-,東京都江東区北砂2丁目1-38,35.677559,139.826378,石田波郷宅跡,旧跡,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17382710-Reviews-The_Site_of_Ishida_Hakyo_House-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂２丁目,-,東京都江東区東砂2丁目,35.682903,139.842357,平成橋,橋,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d19254881-Reviews-Heisei_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野１丁目,-,東京都江東区平野1-14-10,35.679008,139.80024,善應院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198436-Reviews-Zenno_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,白河２丁目,-,東京都江東区白河2-20-4,35.683252,139.802646,行成稲荷神社,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15201031-Reviews-Yukinari_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野１丁目,-,東京都江東区平野1-14-6,35.679302,139.799693,玉泉院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198550-Reviews-Gyokusen_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,永代２丁目,-,東京都江東区永代2-22-4,35.672211,139.792276,於芳稲荷神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15320035-Reviews-Oho_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野２丁目,-,東京都江東区平野2-3-4,35.678053,139.801079,宣明院,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198241-Reviews-Semmyo_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸３丁目,-,東京都江東区亀戸 3-42-1,35.704138,139.822609,光明寺,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d13614982-Reviews-Komyom_ji_Temple-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,牡丹３丁目,-,東京都江東区牡丹3-12-2,35.669398,139.797837,住吉神社,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15320064-Reviews-Sumiyoshi_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,木場２丁目,-,東京都江東区木場2-7,35.67007,139.80375,舟木橋跡,旧跡 • 名所・有名スポット,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17713724-Reviews-The_Site_of_Funaki_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下３丁目,-,東京都江東区森下3丁目,35.686943,139.801341,西深川橋,橋,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432990-Reviews-Nishifukawa_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
